0  757.18778
100  27.70621
200  16.25778
300  11.83399
400  9.41347
500  7.86217
600  6.77245
700  5.95979
800  5.32792
900  4.82133
1000  4.40539
1100  4.05713
1200  3.76053
1300  3.50405
1400  3.27916
1500  3.07948
1600  2.90016
1700  2.73753
1800  2.58874
1900  2.45162
2000  2.32447
2100  2.20596
2200  2.09505
2300  1.99088
2400  1.89279
2500  1.80021
2600  1.71267
2700  1.62979
2800  1.55122
2900  1.47667
3000  1.40590
3100  1.33865
3200  1.27474
3300  1.21396
3400  1.15616
3500  1.10116
3600  1.04882
3700  0.99901
3800  0.95160
3900  0.90646
