0  360.00000
100  12.23466
200  6.92314
300  4.89870
400  3.80362
500  3.10900
600  2.62570
700  2.26839
800  1.99269
900  1.77307
1000  1.59377
1100  1.44447
1200  1.31810
1300  1.20966
1400  1.11547
1500  1.03281
1600  0.95960
1700  0.89423
1800  0.83544
1900  0.78224
2000  0.73383
2100  0.68955
2200  0.64889
2300  0.61140
2400  0.57673
2500  0.54456
2600  0.51464
2700  0.48674
2800  0.46067
2900  0.43628
3000  0.41341
3100  0.39193
3200  0.37175
3300  0.35274
3400  0.33484
3500  0.31795
3600  0.30200
3700  0.28694
3800  0.27269
3900  0.25921
