0  410.96093
100  14.29689
200  8.19079
300  5.85424
400  4.58613
500  3.77930
600  3.21635
700  2.79910
800  2.47642
900  2.21892
1000  2.00838
1100  1.83281
1200  1.68395
1300  1.55591
1400  1.44436
1500  1.34607
1600  1.25858
1700  1.17999
1800  1.10884
1900  1.04398
2000  0.98449
2100  0.92965
2200  0.87887
2300  0.83166
2400  0.78764
2500  0.74648
2600  0.70789
2700  0.67166
2800  0.63756
2900  0.60544
3000  0.57513
3100  0.54651
3200  0.51946
3300  0.49386
3400  0.46962
3500  0.44665
3600  0.42489
3700  0.40424
3800  0.38465
3900  0.36605
