0  608.23972
100  22.00928
200  12.85063
300  9.31963
400  7.39121
500  6.15732
600  5.29188
700  4.64736
800  4.14682
900  3.74594
1000  3.41710
1100  3.14202
1200  2.90798
1300  2.70582
1400  2.52879
1500  2.37184
1600  2.23114
1700  2.10375
1800  1.98744
1900  1.88045
2000  1.78144
2100  1.68933
2200  1.60327
2300  1.52259
2400  1.44674
2500  1.37525
2600  1.30776
2700  1.24393
2800  1.18350
2900  1.12622
3000  1.07189
3100  1.02033
3200  0.97135
3300  0.92482
3400  0.88058
3500  0.83853
3600  0.79853
3700  0.76048
3800  0.72428
3900  0.68983
