0  2057.50658
100  77.77325
200  46.35417
300  34.19576
400  27.53901
500  23.27212
600  20.27517
700  18.03999
800  16.30058
900  14.90339
1000  13.75316
1100  12.78750
1200  11.96368
1300  11.25145
1400  10.62871
1500  10.07894
1600  9.58951
1700  9.15059
1800  8.75443
1900  8.39481
2000  8.06667
2100  7.76588
2200  7.48901
2300  7.23317
2400  6.99596
2500  6.77532
2600  6.56949
2700  6.37696
2800  6.19641
2900  6.02671
3000  5.86687
3100  5.71601
3200  5.57335
3300  5.43822
3400  5.30999
3500  5.18814
3600  5.07218
3700  4.96167
3800  4.85621
3900  4.75546
