0  471.21592
100  16.68610
200  9.64418
300  6.94071
400  5.46943
500  4.53101
600  3.87471
700  3.38725
800  3.00956
900  2.70769
1000  2.46052
1100  2.25412
1200  2.07885
1300  1.92780
1400  1.79590
1500  1.67933
1600  1.57521
1700  1.48132
1800  1.39596
1900  1.31780
2000  1.24578
2100  1.17908
2200  1.11703
2300  1.05910
2400  1.00484
2500  0.95390
2600  0.90596
2700  0.86077
2800  0.81812
2900  0.77780
3000  0.73965
3100  0.70352
3200  0.66928
3300  0.63681
3400  0.60600
3500  0.57675
3600  0.54898
3700  0.52259
3800  0.49752
3900  0.47368
