0  333.33333
100  11.13280
200  6.23809
300  4.37744
400  3.37315
500  2.73735
600  2.29575
700  1.96978
800  1.71857
900  1.51862
1000  1.35547
1100  1.21967
1200  1.10479
1300  1.00630
1400  0.92091
1500  0.84617
1600  0.78022
1700  0.72160
1800  0.66919
1900  0.62206
2000  0.57949
2100  0.54086
2200  0.50569
2300  0.47354
2400  0.44407
2500  0.41698
2600  0.39200
2700  0.36893
2800  0.34756
2900  0.32774
3000  0.30931
3100  0.29214
3200  0.27613
3300  0.26117
3400  0.24717
3500  0.23405
3600  0.22174
3700  0.21019
3800  0.19932
3900  0.18909
