0  308.11253
100  10.07024
200  5.56999
300  3.86408
400  2.94532
500  2.36471
600  1.96204
700  1.66514
800  1.43642
900  1.25433
1000  1.10560
1100  0.98160
1200  0.87654
1300  0.78635
1400  0.70810
1500  0.63966
1600  0.57937
1700  0.52597
1800  0.47847
1900  0.43605
2000  0.39806
2100  0.36394
2200  0.33324
2300  0.30555
2400  0.28055
2500  0.25793
2600  0.23745
2700  0.21888
2800  0.20201
2900  0.18669
3000  0.17274
3100  0.16005
3200  0.14847
3300  0.13790
3400  0.12824
3500  0.11941
3600  0.11131
3700  0.10389
3800  0.09708
3900  0.09082
