0  719.22798
100  26.25998
200  15.39434
300  11.19761
400  8.90217
500  7.43151
600  6.39874
700  5.62876
800  5.03021
900  4.55042
1000  4.15657
1100  3.82686
1200  3.54611
1300  3.30339
1400  3.09062
1500  2.90175
1600  2.73220
1700  2.57847
1800  2.43789
1900  2.30837
2000  2.18832
2100  2.07647
2200  1.97181
2300  1.87356
2400  1.78106
2500  1.69378
2600  1.61128
2700  1.53318
2800  1.45917
2900  1.38896
3000  1.32230
3100  1.25899
3200  1.19882
3300  1.14162
3400  1.08721
3500  1.03546
3600  0.98621
3700  0.93935
3800  0.89474
3900  0.85227
