8 110.88124 0.00030 1 
16 142.64389 0.02871 1 
32 172.29766 0.19018 1 
64 178.25473 1.47061 1 
128 145.13309 14.44985 1 
256 128.00577 131.06609 1 
512 127.23622 1054.87043 1 
