     248.648     76.180 # matmult_lib
     499.594   5935.859 # matmult_lib
     994.594   9416.976 # matmult_lib
    1998.375  20469.380 # matmult_lib
    3997.711  35972.724 # matmult_lib
    7993.500  51777.258 # matmult_lib
   15990.844  61158.076 # matmult_lib
   31974.000  70608.757 # matmult_lib
   63963.375  75620.513 # matmult_lib
  127896.000  77406.162 # matmult_lib
  255853.500  81990.287 # matmult_lib
  511584.000  81971.796 # matmult_lib
 1021556.344  82175.833 # matmult_lib
 2046336.000  83794.515 # matmult_lib
