     248.648   1611.016 # matmult_gpu2
     499.594   4646.407 # matmult_gpu2
     994.594  12618.291 # matmult_gpu2
    1998.375  32876.804 # matmult_gpu2
    3997.711  64700.307 # matmult_gpu2
    7993.500 148718.761 # matmult_gpu2
   15990.844 270320.518 # matmult_gpu2
   31974.000 453797.952 # matmult_gpu2
   63963.375 620636.056 # matmult_gpu2
  127896.000 779018.980 # matmult_gpu2
  255853.500 889832.510 # matmult_gpu2
  511584.000 995137.319 # matmult_gpu2
 1021556.344 846467.937 # matmult_gpu2
 2046336.000 1126026.307 # matmult_gpu2
