     248.648   1606.268 # matmult_gpu4
     499.594   4514.993 # matmult_gpu4
     994.594  12385.874 # matmult_gpu4
    1998.375  32217.383 # matmult_gpu4
    3997.711  64879.365 # matmult_gpu4
    7993.500 150915.541 # matmult_gpu4
   15990.844 304826.516 # matmult_gpu4
   31974.000 492282.174 # matmult_gpu4
   63963.375 764046.282 # matmult_gpu4
  127896.000 914030.660 # matmult_gpu4
  255853.500 1093551.538 # matmult_gpu4
  511584.000 1245876.572 # matmult_gpu4
 1021556.344 1499218.527 # matmult_gpu4
 2046336.000 1413348.874 # matmult_gpu4
