     248.648   1682.972 # matmult_gpu5
     499.594   3723.590 # matmult_gpu5
     994.594  12784.464 # matmult_gpu5
    1998.375  33608.647 # matmult_gpu5
    3997.711  65879.907 # matmult_gpu5
    7993.500 150459.531 # matmult_gpu5
   15990.844 295245.498 # matmult_gpu5
   31974.000 481569.289 # matmult_gpu5
   63963.375 663520.187 # matmult_gpu5
  127896.000 847882.389 # matmult_gpu5
  255853.500 974417.091 # matmult_gpu5
  511584.000 1107741.755 # matmult_gpu5
 1021556.344 1170717.530 # matmult_gpu5
 2046336.000 1268690.187 # matmult_gpu5
