0.15 2.55145
0.384 9.94583
0.6 19.1865
1.536 66.6917
2.4 78.4622
6.144 191.698
9.6 244.143
24.576 440.809
38.4 510.855
98.304 723.892
153.6 800.712
393.216 997.921
614.4 1077.39
1572.86 1200.61
