0.15 3.65962
0.384 13.66
0.6 24.982
1.536 79.5081
2.4 71.5519
6.144 153.136
9.6 220.553
24.576 403.796
38.4 460.813
98.304 646.439
153.6 718.819
393.216 868.541
614.4 931.062
1572.86 1057.66
