     150.000   2352.228 # matmult_gpu4
     384.000   9160.297 # matmult_gpu4
     600.000  15812.513 # matmult_gpu4
    1536.000  58429.367 # matmult_gpu4
    2400.000  68299.940 # matmult_gpu4
    6144.000 138539.758 # matmult_gpu4
    9600.000 241412.760 # matmult_gpu4
   24576.000 426206.279 # matmult_gpu4
   38400.000 513549.758 # matmult_gpu4
   98304.000 734740.188 # matmult_gpu4
  153600.000 840954.731 # matmult_gpu4
  393216.000 1054263.159 # matmult_gpu4
  614400.000 1136976.779 # matmult_gpu4
 1572864.000 1346459.513 # matmult_gpu4
