0.15 1.69752
0.384 6.94951
0.6 13.4836
1.536 48.8497
2.4 62.357
6.144 167.549
9.6 253.39
24.576 550.267
38.4 681.945
98.304 1171.35
153.6 1431.97
393.216 2140.54
614.4 2551.04
1572.86 3631.8
