0.15 2.35223
0.384 9.1603
0.6 15.8125
1.536 58.4294
2.4 68.2999
6.144 138.54
9.6 241.413
24.576 426.206
38.4 513.55
98.304 734.74
153.6 840.955
393.216 1054.26
614.4 1136.98
1572.86 1346.46
